"id","category","text"
57,1,"28750 26883 29565 30865 35048 30184 8098 28287 12184 10344 28287 9872 33667 28287 19555 24188 9709 27633 5872 27633 33597 30548 24188 5081 17910 28287 3225 13126 23161 33047 16278 21263 19662 14915 1413 9282 33 34245 33597 21171 29992 7258 26669 21263 1601 33667 3225 32742 11144 32690 8005 30584 23175 880 30548 7839 9604 8639 5384 15540 33718 16794 33456 21263 1601 13945 3225 17929 28472 4891 28868 33736 22485 83 18829 30548 9282 11219 249 33597 3865 31525 21263 33597 13166 30581 9282 3948 20823 22034 5889 3225 28287 4137 12696 29935 23364 7839 22010 4854 9779 5889 14167 9709 33597 30548 21263 33597 30548 26606 10078 8279 21263 8005 31061 7839 3948 9260 1194 5889 14167 14704 8134 11074 21263 22224 23669 14106 20059 7258 9124 2286 22034 4854 5889 21263 28287 4891 28868 33667 3225 28287 22472 16314 7258 29391 33047 8279 30931 5889 35199 34114 24188 9709 28296 7839 5889 35199 34114 24188 28296 3225 28287 17929 4854 8313 22168 32086 27421 34230 33026 15432 83 19160 30548 12606 27643 8098 20915 23669 33597 1907 3225 19304 28868 21263 34230 15756 33047 9779 11911 21263 33667 83 33597 28750 16236 8071 12911 27633 8005 25516 19000 7839 30081 83 30548 20685 3948 24962 880 26931 32450 6895 24188 12881 17070 33047 16794 33456 3225 21812 21263 16476 1546 31120 15420 8098 28390 7839 12761 7756 33718 23161 33047 34713 5384 14314 33734 9709 26606 7839 12761 7756 880 31120 33012 3225 32742 12681 31525 33080 7756 17850 10605 4298 11074 27421 14106 13324 33026 5384 30157 11074 21263 2922 19946 33597 29320 33047 33597 31120 3225 17929 3865 31525 4451 4118 7839 16347 1546 5384 5145 6895 21263 14373 17843 30548 3225 25084 26606 25296 33597 3571 18748 14314 20685 3948 5126 7839 6341 20979 22906 7839 6265 33597 13166 22010 3225 17929 4854 20184 30584 18351 29977 10941 34284 14167 332 30931 33597 4854 34105 25084 32086 27421 10804 33026 5384 33597 15073 30931 33597 33710 22515 32004 32086 27421 1427 33026 21263 18627 31061 25296 33597 11864 27633 7258 28287 16794 11522 33047 3571 28287 3225 28662 21263 5889 20685 26567 10605 10542 11074 5384 6367 11074 32450 14314 29992 15522 26183 30931 10579 3225 22515 5889 32674 24188 16391 7839 12081 8844 6895 17070 33047 34713 21263 33012 2109 31120 22280 33273 25488 20350 6343 7756 3225"
58,4,"11710 14246 19946 26202 21277 17929 24694 1194 21678 25541 16248 23060 83 33597 12718 33047 27261 249 12350 8185 3706 29992 27957 1194 18837 15829 23669 33597 19473 9124 3225 17929 26366 7839 31559 29192 1843 17850 2027 13541 21263 22996 5878 10919 27633 2097 2109 12651 5384 21286 17316 16382 30584 3164 24195 27261 26713 33718 8844 32873 16435 3225 17929 10044 31858 272 33718 18200 21263 15561 8005 28131 1194 28270 15829 3225 29932 272 25559 30181 21263 249 1353 16189 7378 11398 33718 7258 9124 3225 17929 4189 31061 15522 14909 1194 8026 20979 5384 7258 22447 21767 33047 13 21263 28266 18456 17023 3225 28287 14888 1673 6701 2027 13541 8185 16189 34448 3603 28043 23669 332 13649 33047 33597 15826 33718 3661 2237 25488 14314 24188 18334 32160 7948 15829 5384 2424 8022 7779 12718 7839 8696 10675 21263 28287 33667 10255 5099 21263 21678 25541 16248 8308 3225 28287 33263 33597 12718 33047 27593 19685 34557 21263 27416 4451 32605 7839 28363 21263 4845 5384 23429 8844 25663 7839 15035 8844 12787 5384 28605 3865 16894 3225 28287 17929 1824 12718 33047 28096 17316 28131 1194 4393 15829 7839 13275 19572 23669 33597 19473 9124 21263 33597 24694 29281 21263 249 33597 10044 33840 33718 11333 21263 18200 21263 29932 5384 6898 3225 17929 12718 33047 28096 249 1353 31061 17904 23669 33597 19473 4393 1673 21263 249 33597 29192 24676 23914 26202 21277 2383 21263 15250 558 3225"
59,3,"19922 21981 31061 15522 2818 17910 33047 33597 29428 13347 880 5497 12450 18410 20935 33312 21022 33718 5085 3225 11809 15921 21263 33020 21263 21810 21263 34144 21263 34265 1993 21263 24080 21263 33978 3225 11809 172 21263 27125 21263 31905 21263 16832 21263 2623 21263 30731 21263 27048 21263 14810 21263 24310 21263 5811 21263 33841 21263 7861 21263 23290 21263 29337 1993 21263 14736 21263 12905 3225 11463 13824 28995 15769 21263 21981 3632 7839 7107 30931 7258 29628 26642 3225 17929 25918 4451 25488 3948 21256 1194 10488 20961 17869 7861 3225 27144 31905 13091 30931 14417 7839 10120 15561 681 4451 3948 12443 1194 35106 26916 16832 3225 12171 27125 19559 23914 33597 13347 7839 9604 33597 28385 14417 15537 18829 3249 33978 30584 30233 3603 7839 33597 2552 3225 16055 16055 4137 5160 19922 7258 7889 9872 8005 17639 12289 17910 21263 16055 16055 33667 29428 29884 34927 9338 3225 16055 16055 13126 29553 33047 33597 35138 3774 21263 8005 272 7258 7786 22023 3225 26539 35014 3948 3352 880 33597 9349 3166 9872 2424 26713 9709 16973 7839 11883 7628 3225 16055 16055 21981 26642 7773 7839 29428 1986"
60,3,"25409 11200 17869 3627 4451 3948 9588 17823 33047 5056 4854 19803 17253 26108 33718 7779 27929 19866 16922 3225 26109 32398 30316 5384 19846 26092 24188 33597 16476 1181 28173 138 19670 29637 880 33597 28096 32674 4451 9709 22557 33718 12057 3225 3627 4451 4255 11065 17238 28400 33718 33597 5343 16886 3225 22685 26496 1987 4451 9998 7839 12607 11065 17888 33718 33597 5343 13347 880 7843 1194 15497 33597 5983 28400 3225 1987 31061 15522 33718 7236 16024 19946 33597 4854 18124 33718 22766 5209 3225 26539 30584 332 33047 33597 21934 5983 31150 33718 33597 912 7779 26790 5384 14208 18238 4711 33047 7258 17888 33718 7843 3225 32430 19846 26092 21573 33718 32535 83 681 9282 12002 30316 33718 33597 4854 16922 3225 26092 30584 16462 12718 8179 33718 33597 912 8642 3940 17850 33597 13489 249 30316 11500 3819 15537 3225 3398 21263 26597 22559 9074 20573 4451 9709 3948 20502 17910 33047 5543 7839 19626 33718 33597 17456 29428 10019 28070 16922 33718 2655 19946 136 3225 20239 26642 20206 33718 33597 8586 33594 12544 21256 7839 20573 346 26015 1194 29884 32974 25967 9872 33597 33405 26502 9031 11515 19946 12776 13967 83 681 9282 9709 3948 20526 3225 330 17869 1568 4451 7880 33718 27633 19669 19725 9872 8586 20685 26606 7258 21387 882 12590 19946 7839 8844 13347 28400 27633 8490 29507 5384 31046 5420 24188 3766 7839 22557 3225 3627 7839 22557 19866 33718 12057"
61,1,"12262 838 30324 31061 2157 20979 33718 3425 5384 33597 538 1194 11123 9234 33047 10602 15829 21263 4603 7839 15250 30931 7258 17896 31009 29795 3225 13417 13797 8611 33667 11809 28287 13126 16941 33047 33597 13359 33718 33597 35033 21263 8005 18943 34258 16816 24438 7839 3948 18000 20979 33047 33343 25775 3225 28287 19831 18973 21263 30856 33047 24037 838 29337 21263 33667 3353 9124 18022 20979 8098 31375 2027 3225 28287 4137 24188 16319 33718 19554 17850 3865 24243 7558 7839 19626 33312 34232 7749 3836 11620 21263 28287 33667 24037 838 29337 3225 35148 31061 15522 7258 5660 34226 880 24037 838 29337 21263 18627 19946 23445 23951 7258 1988 30931 17872 13837 21263 33597 29768 17517 34447 21263 30513 681 272 9709 133 880 33597 3705 3225 17836 272 18212 33597 2379 22893 1194 19846 12705 21263 7258 8105 28644 5776 21263 22808 7258 26017 18083 18748 11065 12705 22406 272 2221 33718 24037 838 29337 3225 4861 1303 7091 33718 24037 838 22154 24427 24243 18212 3225 21812 21263 11123 24037 838 29337 8319 33667 19946 30826 8005 29992 10078 21032 83 4891 12705 29992 29623 3603 21596 11976 880 7258 29480 3225 26539 33736 33667 33597 11378 22953 5384 33597 444 16926 11687 33597 27279 2037 25805 29992 15522 33718 30993 249 24037 838 29337 17850 33597 3747 33047 33597 34226 7839 22566 17910 24195 8005 25103 13547 33597 12705 720 3225 11620 30584 332 33047 24037 838 22154 10044 13381 5384 33597 18305 26245 31452 8005 7839 8026 20979 3225 2484 33667 33597 17796 24188 3200 7839 12082 24671 2109 20685 7546 7258 31115 16309 28287 665 10610 33718 17037 33718 6342 10344 28287 17850 24037 838 29337 3225 28287 23291 27926 21263 7779 16527 3948 33395 6774 880 24037 838 29337 16055 19914 21263 28287 8005 13945 3225 28287 4137 26606 1854 33718 27089 7258 22156 33047 3865 8588 17850 3865 24243 7558 27633 18529 33047 19831 761 32825 33047 15926 21263 34026 14167 5384 24243 21263 28287 33667 33597 24037 838 29337 8319 3225 23765 13416 30081 10766 30584 32291 7839 3948 7258 34511 2495 880 7749 5384 5343 26292 5644 26888 21263 2492 33718 7258 33481 5209 21263 24188 29728 7839 12741 33597 21387 24207 954 3225 19543 21263 31009 29795 12077 26670 23188 28896 8267 83 7258 29297 33047 2570 24037 838 29337 11530 30584 25488 31605 15829 30566 33597 25144 9234 21263 31916 249 4592 15829 22906 3353 9124 3225 24037 838 29337 17796 20979 1194 9234 33047 10602 15829"
62,1,"16626 30584 1032 24385 7258 8953 581 33718 5970 21263 9872 33667 8005 29992 874 7839 8880 7258 26791 20503 3225 32661 28864 28905 6359 14248 17929 32840 385 33667 8005 272 15554 33597 19994 33047 28905 11123 30961 14248 33718 33597 10272 21263 9872 83 8005 13873 16476 7258 28287 2877 28287 7619 3225 35070 33590 13909 27812 33597 18743 3448 33047 25036 3617 8311 13168 33667 7258 13347 33047 32661 34525 8098 2492 7839 25176 7839 15919 33597 17023 3225 9593 3225 14666 33667 681 29728 32661 7839 11819 7258 18449 33047 8102 3225 352 21661 22428 21263 14373 13676 21263 2213 21263 14524 5384 34488 21263 14208 26606 6359 19861 12827 7839 7343 20350 880 23990 33718 35165 12711 1523 3225 33723 14405 14248 9282 3948 33080 3603 33718 33597 6302 25618 33047 27647 19946 25036 30599 5928 3225 20239 3617 8311 9797 13945 83 32661 29992 14208 4343 7258 581 2378 22114 4298 24285 3225"
63,3,"31953 26642 6693 15129 5283 17929 27254 272 34107 8639 19946 7258 18574 33718 33597 18051 30632 27633 3752 29270 8844 17888 33718 33597 3353 12169 3225 9437 33667 11809 28287 11214 31061 10379 7258 29628 21263 18627 30584 7258 3950 880 13576 3225 4137 4451 9478 8005 33718 33597 8100 3225 28287 18764 10191 25135 249 33597 27922 27666 3225 34100 11042 33718 15180 13040 33273 8728 17209 14167 5384 2424 33408 33734 3225 28287 9437 272 12239 7839 8880 8005 31688 27812 7258 21387 23395 17850 17929 23976 3225 28287 15718 3948 29486 7839 20237 21263 14314 29992 7258 5932 14167 14314 17064 33597 32176 32075 21263 32979 33718 33597 7559 23763 21263 5384 2424 5470 7839 20927 249 8005 3225 28287 13126 33597 1873 23763 2424 8098 2144 9872 8005 272 29459 17070 2424 16840 33597 33933 14167 9872 332 21374 5384 14314 8098 2826 33718 8005 3225 28287 3752 5364 32364 24320 880 7258 17888 33718 33597 3006 27812 33597 34533 25918 20064 8639 23007 19946 24059 3225 17862 9437 13945 11809 28287 32364 24188 33143 16816 33395 14167 34533 32200 28686 24188 3225 28287 18764 33597 32162 29288 19946 880 13576 5384 2424 4451 25488 7880 7839 8844 20497 11156 14167 27812 33597 7559 3166 15242 14167 5281 23116 32075 7839 8005 3225 28287 23235 17442 17730 18082 13945 11809 28287 35148 12383 7258 33949 6908 27922 7839 27711 14167 9872 14314 34448 8005 34511 880 13576 3225 28287 4137 17639 21286 19833 17850 16347 3225 18764 13040 32605 7258 8084 22587 33047 7816 5384 32329 25583 2424 16840 83 12903 17344 28505 10139 31688 33597 30602 33047 8844 24313 3225 28287 32329 9282 26606 17406 7839 21286 33718 25423 14167 83 9282 26606 15522 7258 8084 22587 32480 7839 27252 3225 28287 18764 19670 30584 23364 2826 7839 27589 14167 18584 3948 2784 33312 3822 23495 32329 26065 249 17850 34741 3225 28287 22070 19715 7227 9437 17627 83 11214 31953 33734 9709 7535 26599 11065 29628 32502 33597 8325 15129 14842 8728 23669 20237 32216 3225"
64,2,"12681 11501 18496 13868 16055 7839 3948 24750 16055 4891 2353 33667 33597 17788 27375 272 17636 33047 28287 33597 22609 33047 3822 15073 6114 34371 33597 12681 28287 33718 317 33597 13868 24750 3225 18764 681 33667 11001 33047 2428 963 8098 6865 19946 7258 28287 264 33047 1465 5384 23792 28287 33047 32193 27937 22388 26985 16042 33718 12681 6114 3225 17862 28287 13595 5029 28287 8098 20688 17888 249 17788 34525 7839 23467 19000 8005 272 33597 28385 14678 7839 26713 3225 27984 30584 31095 7839 23619 8005 9282 18534 7839 7258 24202 15799 880 18496 83 20685 3948 10319 1194 11501 7839 12754 18022 421 24413 11745 3225 17788 34525 11042 14314 24188 9709 32125 33597 27739 33718 33597 12681 23745 33047 29651 24188 16896 29986 7839 19716 33187 3225 17788 3265 33047 7221 32974 4720 30584 2531 5343 34525 7779 34226 7839 26017 33597 26669 880 22694 33597 31562 3225 13126 23810 21263 33597 12681 10108 7839 12289 16976 25547 33597 13868 9872 33667 8005 272 9709 6308 7839 26713 19670 874 3225 17929 16656 18305 272 2247 17850 33597 16435 1194 17361 21263 18627 13831 33597 31562 27633 7258 28287 153 33047 33597 22555 5788 28287 3225 32840 14061 23701 27262 5384 4572 17292 5142 18099 26606 6344 30233 880 33597 31562 7839 3948 24750 3225 29932 31061 15522 18334 11108 19946 33597 24807 21263 9872 19946 11844 4891 2353 33667 681 33736 12757 8005 7839 32937 3225 28287 32329 26606 11901 3322 28469 31202 21263 83 7839 90 19000 33718 249 21263 11042 21263 7380 5384 5925 30584 9709 8068 5384 32329 5920 25583 8005 30584 21263 28287 681 26502 33597 6632 5552 19946 28867 11142 8221 3225 26539 33667 28287 8005 30584 18334 26101 32160 9709 28287 83 33597 13868 9282 3948 24750 3792 29932 14246 23669 33597 31399 33047 33597 12681 30931 15046 33718 10858 3225 18764 681 33667 11123 12681 23745 33047 29651 9282 19716 11123 18330 33718 33597 12718 33047 18496 346 29812 7839 33597 10272 3225 28287 26238 8005 30584 24750 2424 4451 32937 3603 249 27633 14539 18496 2868 33718 32785 7839 11501 27633 2424 26606 25488 3225 28287 17929 33406 14167 8599 13868 272 12702 33718 33597 2075 33047 28469 15231 19946 5915 33718 15285 2597 3225 4891 2353 26502 7258 32140 29535 5552 23859 26434 14109 23669 11501 13873 3225 18764 681 33667 8005 272 28200 7839 7077 11501 19800 33597 2379 31562 27633 6114 10919 27633 5925 5384 7380 3225 17929 12681 31562 19946 18496 19579 7839 11501 30584 26101 7839 3948 24750 33718 33597 9349 3459 1673 32175 17788 963 21263 35033 33540 10351 8871 2353 31061 33667 3225"
65,5,"17929 29558 18743 30584 7839 27872 7839 18083 2109 34402 8893 12713 19926 16642 19800 7258 19535 20927 22814 249 18948 26434 2724 3225 17929 18743 9282 10427 34591 17689 1194 11123 9802 7839 27650 2109 18083 7258 23264 1580 25816 33312 34591 18395 2109 19567 21263 681 33667 3225 28287 10453 19240 19000 7779 30584 9709 33597 27926 32075 33718 7258 26426 11474 3225 28287 17929 20476 27544 18587 11089 20064 5915 11264 3515 21263 22804 33718 10116 35033 14773 346 1586 33718 8411 21263 5126 4859 4239 26327 7839 33888 19354 30931 32340 5384 20064 23643 28908 21899 30931 11123 9619 4968 33718 4668 3225 4350 26606 33736 15522 16680 34245 22484 23015 33597 21446 5384 26816 33047 18948 27261 3225 17929 11089 272 7258 3950 7839 33597 29558 18743 21263 4891 11654 6520 3225 28287 26238 13040 13393 26606 27187 14353 2524 21263 9042 13040 5920 35206 11001 9894 21263 28287 681 33667 3225 18764 33597 19354 14167 23643 28908 21263 29621 21263 29007 28908 21263 6580 29639 21263 29114 29121 21263 4089 21263 26201 5384 22041 25691 14167 4451 9709 26606 7839 17561 880 19473 16642 2109 33590 3225 7057 19420 16055 31680 4891 303 33667 11809 28287 17929 31563 26005 33718 33597 5166 29558 18743 4451 17689 7839 13611 33597 18743 1613 7839 9403 83 30184 20058 34591 8568 19926 2109 8540 22484 33718 33597 4772 3225 28287 33263 7258 11342 33047 33395 5086 21263 33597 20476 27544 18587 34995 31061 26339 7839 1130 6345 19270 26856 33312 26816 2097 3225 28287 19772 2424 28685 9709 3948 2907 8893 2109 16137 880 27090 7839 27172 33597 18743 33597 11682 7839 13611 5384 17683 31926 3225 28287 5656 19384 25740 5384 8640 21263 3548 12860 16770 5384 11547 11971 14373 8309 5384 2065 331 24188 16347 19946 12081 3225 4861 14031 11089 33312 14353 10919 27633 23643 28908 5384 29621 31061 15522 33760 23669 22484 83 27037 8125 880 18948 27261 7839 3948 12784 2109 23400 3225 17929 11089 21263 18627 21256 7839 3515 346 31265 5384 7258 35033 31759 22138 21263 4451 25488 3948 21899 19800 33597 23271 3225 33386 303 33047 18948 18395 7057 19420 33667 14314 8098 28287 32485 33597 19021 30272 28287 3225 17929 9366 29992 15522 21256 1194 33597 20476 27544 18587 34995 21263 11123 8492 18395 14373 7057 19420 21263 33597 31271 807 7594 34374 22406 5384 5953 20097 15299 3225 27928 7839 13868 16055 19926 16055 29558"
66,3,"28287 32329 26606 29992 7258 25143 249 29318 21263 28287 33667 14218 3225 28287 32329 18943 30081 33718 7090 3225 26539 30584 11123 13836 10039 9872 2424 26606 1974 880 13782 27421 2759 33026 17070 33047 33597 4995 3225 28287 29318 31061 28043 16840 7839 9604 8005 19946 33597 33545 21263 8696 4655 7427 3836 681 30584 14631 5384 10191 7247 681 4451 16628 33718 3822 33047 33597 16382 3225 28287 29119 8098 5128 29853 1194 22615 33718 8844 12450 18410 32841 33718 27183 3353 34226 5384 5364 31812 19175 11333 17850 18802 19946 30826 3225 14218 33667 11809 28287 4137 24188 33408 9709 19946 33597 8632 3225 9469 14899 332 3166 5384 8005 2267 8880 13040 7258 16794 13347 3225 28287 32329 26606 10078 32967 33718 33597 26005 22454 16840 3225 4137 26606 18943 16840 33597 13347 7839 7880 17910 5384 13087 5888 19946 6345 22893 3225 28287 29119 22566 1613 32273 7839 25186 7258 13649 4062 25905 22235 880 33597 7559 16435 3602 6861 3225 18764 32569 14218 30683 33597 16039 29119 13347 33273 24817 33597 5822 33312 11333 3225 28287 35148 272 7258 18112 29770 33312 22615 5384 2424 28918 3948 33178 19946 83 3225 28287 18764 2424 24188 33408 9709 17910 3225 4137 4451 30697 17910 28094 7779 34226 3225 28287 14218 33736 29992 29757 33047 12665 880 18259 14167 8599 20372 10120 29318 27736 21263 32674 34448 11065 34653 8824 33312 22615 9872 31061 15522 29926 30931 33597 12544 7839 5364 11333 3225 29119 15467 18704 14218 31061 10416 29311 83 33597 912 19175 24188 7258 13347 33718 8632 3225 14218 14313 23985"
67,3,"35172 13957 12767 34661 27963 4451 29770 19946 33597 7936 21263 27633 29884 19304 14218 1378 28043 332 10610 7839 33597 13347 83 272 5128 1194 11333 3225 35148 4451 3948 23746 16055 7559 29770 27812 29977 29909 27633 7258 16022 33312 33597 27645 8112 3353 9124 3225 25571 25503 16208 33797 5384 19304 10154 26606 15522 167 22034 33597 7936 3225 23746 14246 23669 30931 9683 31286 21263 32674 8491 7258 29607 18401 2784 880 18189 3353 796 3225 28287 10191 11583 14709 4451 6231 7779 29157 5384 8880 11065 28093 33312 29428 21263 28287 33667 14218 3225 4011 14218 27421 2335 26937 21263 23290 22391 24037 4279 27421 2335 26937 33026 21263 4011 25085 27421 20372 33026 21263 23253 2759 27421 13957 33026 21263 4011 21275 27421 6961 22391 28100 33137 27421 2335 26937 33026 21263 16200 5574 27421 25571 22391 34265 29086 27421 25571 33026 21263 29337 19681 27421 25428 33026 21263 24037 23746 27421 13957 33026 21263 25199 23793 27421 13957 33026 21263 9593 21893 27421 25571 33026 21263 4011 31568 27421 6961 33026 21263 32082 5796 27421 25571 33026 21263 24037 8051 27421 25571 33026 3225 4861 4159 27421 2335 26937 33026 21263 25199 27963 27421 13957 33026 21263 29337 4233 27421 13957 33026 21263 4861 9808 27421 18189 33026 21263 24037 25957 27421 6961 33026 21263 4861 10154 27421 25571 33026 21263 23253 33797 27421 25571 33026 3225 23746 1262 33718 29119 21697 29119 26606 1262 13957 12767 14709 23746 33718 33597 20149 21697 880 8844 12450 18410 27922 33312 29428 17850 1510 20740 19946 30826 3225"
68,5,"14167 21474 30030 20379 14167 1285 12879 15908 13263 12879 3848 1194 3383 3580 17850 33597 20676 14167 21474 28789 34987 33718 7258 26330 14167 16624 29954 880 17929 13221 17850 15318 20132 21263 23587 9201 17929 13221 16055 13479 9201 21263 7258 15848 16022 880 25001 30922 21263 13087 11065 23977 34550 30450 23760 7839 8728 25731 26330 15964 3225 9201 31061 14208 8341 33597 19861 3225 4861 12540 23027 19946 26123 3792 2384 7839 3425 21263 33597 4968 33736 9983 25731 26330 18942 33718 7258 28789 34987 880 16624 29954 21263 32674 6752 15756 19814 29205 3225 25581 22344 16055 34253 13909 880 25731 248 5384 25731 26330 29470 880 18022 3897 5174 2670 17900 3225 35148 21256 33597 32340 23364 23914 6073 22508 17850 12676 14019 25220 21263 3603 880 6398 34253 3225 8858 28714 24188 34402 19424 33047 12238 12651 3225 17929 8812 5002 21263 33080 33718 7258 5000 5143 33718 33597 24438 27435 5384 12739 6865 19946 26216 23821 27633 7258 26677 21263 272 1262 25731 3865 21286 3225 14167 21474 18942 33718 7258 28789 34987 14167 29788 16872 880 17540 17850 24754 11340 14167 21474 33107 14167 34193 1194 20704 23761 17850 17929 27369 32943"
69,3,"28707 34868 26560 15044 33597 26791 33047 33597 31657 29448 25968 33718 14046 249 7258 19480 32445 32445 8728 23669 15765 29437 25711 2408 3225 26560 10083 14046 29653 26560 4451 7343 8865 22879 21701 19946 30826 27812 33597 1873 33248 19321 7258 16037 20127 7839 22235 8977 9482 24464 32445 35144 27421 16885 33026 3225 21701 21263 33597 19501 33047 21407 3873 16739 22511 21263 23951 10276 8622 15782 19946 136 3225 28287 35148 34258 3836 26276 880 27252 21263 17070 22511 16784 15242 21263 28287 33667 21701 3225 24464 272 17469 9442 33718 33597 1873 33080 24381 9872 11065 14240 272 33475 1194 7258 23102 19151 8125 5384 33597 27922 27841 34675 3225 28287 35148 272 19670 25559 14167 332 27035 3836 7779 5384 33597 27922 30584 23669 21263 29935 21387 3225 10363 27252 21263 8005 272 33890 17910 21263 28287 24464 33667 3225"
70,2,"19417 20503 19946 35086 17929 28539 5583 30683 83 33597 3571 35014 3948 34951 1194 17750 3225 17929 3865 27921 4451 22388 8185 2667 880 33597 7559 16435 5384 30584 26043 17850 8171 20520 30931 25760 15927 3225 4861 7025 33718 9082 20685 3948 683 17850 11882 2109 33597 28539 10113 5384 907 17901 3225 17929 3865 2667 1146 23364 31688 17750 4451 32650 1291 18570 7839 16348 7839 33597 13004 21263 26606 14997 13129 5384 7797 6374 33047 17084 25791 249 21708 4097 3225 18764 33597 28539 3087 26685 5384 33597 19594 11042 33597 24807 33047 35086 35014 3948 5653 33718 21022 5384 30081 33597 9545 30584 17063 18022 23937 3225 17929 27375 31061 17023 880 3603 7839 17823 33701 4093 34026 13403 33718 33597 35033 21263 332 33047 18627 30584 26101 7839 3948 33718 9082 3225 28539 11586 34062 14314 4451 18943 26606 33597 26791 11042 19946 34245 7258 7025 4451 3948 25373 33718 21022 3225 18764 34738 25169 11042 83 4451 9709 2431 33718 4147 3225 17929 34562 30584 2492 7839 3948 7086 19946 11844 5384 30584 29728 7839 3948 25559 3225 4861 20503 19946 34245 7839 32650 17750 7839 5803 19946 35086 30584 33080 7839 3948 34448 1194 33597 28539 18463 3225"
71,2,"20999 332 27653 12869 4891 3505 32193 33597 9545 14405 7839 17813 23683 309 21263 31078 11065 16560 249 33597 19373 11809 28287 10191 7247 10725 10078 23683 309 33718 33597 13662 3225 28287 26539 10139 19946 7839 30754 13547 33597 13312 33047 24998 309 5384 2864 33312 28545 7193 1762 3225 26539 33667 11809 28287 32329 9998 10191 9709 23364 7839 3948 22183 27633 29885 7839 17999 15242 9872 33597 13534 2971 5248 17850 33597 13489 30584 24998 309 5384 33597 6402 8005 31061 19946 4259 10554 5384 8844 26366 7839 22388 35120 33126 17030 13547 19000 3225 28287 4891 3505 33667 681 19869 20064 23902 19946 33597 3490 33047 24998 309 6189 18627 4400 33718 34546 2109 26013 19414 21263 5384 19946 33597 10554 27717 33047 24998 309 3225 28287 17929 332 14678 2424 24188 23364 7839 26713 16250 13534 2971 13547 30584 24998 309 5384 28545 7193 1762 83 33273 13211 18534 7839 83 21263 28287 681 33667 3225 28287 9106 31375 11001 16368 21154 33718 22844 24188 4924 29637 31375 33553 21917 29637 31375 22244 5384 12670 27261 7839 11924 8005 29637 31375 8582 3225 28287 4137 24188 7880 7839 24771 33178 19946 83 5384 8880 9792 1762 32558 33718 33597 9998 83 27261 33273 23818 7258 11924 15195 23669 33597 26765 33047 11123 13967 3225 28287 26539 13945 11809 28287 10893 16347 32690 7444 9406 14590 33718 7258 18829 14167 9872 26713 9709 7444 23914 7258 26480 15561 27261 24188 346 26605 7839 7444 23525 9563 28043 7839 9283 3822 8279 5384 11924 18334 8582 3225 28287 3537 16660 21525 22582 31378 33667 11809 28287 17836 30584 11123 33699 8078 1194 8871 3505 3225 28287 4137 16347 6886 83 23683 309 30584 11123 24807 33718 21022 9872 8005 30584 27089 6066 83 34591 30715 21263 33949 33597 15894 12113 21263 35014 28605 3289 27261 7839 7444 9406 3225 28287 17929 7559 3448 35014 16335 19555 209 6676 3225 28287 18764 11123 9545 26883 3253 4891 3505 29992 34448 33597 8755 249 15536 21263 9709 14209 21263 33718 14817 3225 28287 26539 272 4873 33718 33597 25909 33047 15536 24998 309 5384 28545 7193 1762 14167 18627 24188 880 33597 23669 14167 19180 21263 28287 1601 33667 3225 28287 35148 272 28043 7258 23877 83 27261 4451 7444 9406 21263 9872 83 24998 309 5384 7193 1762 83 28605 8005 24188 9709 24546 3225 28287 29846 7559 3448 31061 26502 7258 18395 33047 2027 5143 9185 83 8005 30584 18047 7839 7444 9406 28287 14590 33718 7258 18829 28287 3225 3505 33718 16055 9406 16055 8755 10384 8871 3505 272 22970 7839 18334 32160 13275 17298 9185 30931 18199 33718 33597 13662 13547 33597 13258 33047 24998 309 5384 11924 1762 3225 26539 31061 15522 32862 1194 33597 3537 880 12670 3289 27261 7839 7444 9406 3225 18764 33597 28539 5583 31061 3253 4891 3505 272 22970 13547 15536 5384 11065 33590 8098 28287 7258 23877 83 27261 4451 7444 9406 28287 3225 17929 7559 25793 33590 13909 33718 7258 16367 5384 19638 16020 17850 752 13798 23739 33718 9367 21263 9127 1194 9185 30931 7258 12718 33047 17298 18199 3225 4861 16286 76 32674 272 17850 33597 25968 31061 33736 17324 4891 3505 3225 15412 10223 21263 33597 21008 207 880 33597 11896 16110 34169 21263 33667 33597 7559 3448 272 22970 33718 7258 16816 11506 27926 5384 1601 272 7247 681 272 22970 13547 15536 17850 33597 16435 3225"
